"course_id","student_index","question","timing","response","uni_id"
15842180,5,"Q11","Post","3","15842180_5"
15842180,5,"Q12","Post","2","15842180_5"
15842180,5,"Q13","Post","5","15842180_5"
15842180,5,"Q14","Post","2","15842180_5"
15842180,6,"Q6","Pre","3","15842180_6"
15842180,6,"Q10","Pre","2","15842180_6"
15842180,6,"Q11","Pre","3","15842180_6"
15842180,6,"Q12","Pre","1","15842180_6"
15842180,6,"Q13","Pre","5","15842180_6"
15842180,6,"Q14","Pre","4","15842180_6"
15842180,6,"Q6","Post","3","15842180_6"
15842180,6,"Q10","Post","3","15842180_6"
15842180,6,"Q11","Post","3","15842180_6"
15842180,6,"Q12","Post","5","15842180_6"
15842180,6,"Q13","Post","4","15842180_6"
15842180,6,"Q14","Post","3","15842180_6"
15842180,7,"Q6","Pre","4","15842180_7"
15842180,7,"Q10","Pre","2","15842180_7"
15842180,7,"Q11","Pre","5","15842180_7"
15842180,7,"Q12","Pre","3","15842180_7"
15842180,7,"Q13","Pre","5","15842180_7"
15842180,7,"Q14","Pre","2","15842180_7"
15842180,7,"Q6","Post","5","15842180_7"
15842180,7,"Q10","Post","2","15842180_7"
15842180,7,"Q11","Post","5","15842180_7"
15842180,7,"Q12","Post","3","15842180_7"
15842180,7,"Q13","Post","5","15842180_7"
15842180,7,"Q14","Post","4","15842180_7"
15842180,8,"Q6","Pre","3","15842180_8"
15842180,8,"Q10","Pre","2","15842180_8"
15842180,8,"Q11","Pre","3","15842180_8"
15842180,8,"Q12","Pre","2","15842180_8"
15842180,8,"Q13","Pre","1","15842180_8"
15842180,8,"Q14","Pre","4","15842180_8"
15842180,8,"Q6","Post","3","15842180_8"
15842180,8,"Q10","Post","2","15842180_8"
15842180,8,"Q11","Post","2","15842180_8"
15842180,8,"Q12","Post","2","15842180_8"
15842180,8,"Q13","Post","1","15842180_8"
15842180,8,"Q14","Post","2","15842180_8"
15842180,9,"Q6","Pre","3","15842180_9"
15842180,9,"Q10","Pre","2","15842180_9"
15842180,9,"Q11","Pre","5","15842180_9"
15842180,9,"Q12","Pre","2","15842180_9"
15842180,9,"Q13","Pre","5","15842180_9"
15842180,9,"Q14","Pre","4","15842180_9"
15842180,9,"Q6","Post","3","15842180_9"
15842180,9,"Q10","Post","2","15842180_9"
15842180,9,"Q11","Post","3","15842180_9"
15842180,9,"Q12","Post","5","15842180_9"
15842180,9,"Q13","Post","2","15842180_9"
15842180,9,"Q14","Post","2","15842180_9"
15842180,10,"Q6","Pre","4","15842180_10"
15842180,10,"Q10","Pre","2","15842180_10"
15842180,10,"Q11","Pre","3","15842180_10"
15842180,10,"Q12","Pre","3","15842180_10"
15842180,10,"Q13","Pre","4","15842180_10"
15842180,10,"Q14","Pre","2","15842180_10"
15842180,10,"Q6","Post","3","15842180_10"
15842180,10,"Q10","Post","2","15842180_10"
15842180,10,"Q11","Post","3","15842180_10"
15842180,10,"Q12","Post","2","15842180_10"
15842180,10,"Q13","Post","4","15842180_10"
15842180,10,"Q14","Post","2","15842180_10"
15842180,11,"Q6","Pre","5","15842180_11"
15842180,11,"Q10","Pre","2","15842180_11"
15842180,11,"Q11","Pre","3","15842180_11"
15842180,11,"Q12","Pre","2","15842180_11"
15842180,11,"Q13","Pre","4","15842180_11"
15842180,11,"Q14","Pre","2","15842180_11"
15842180,11,"Q6","Post","3","15842180_11"
15842180,11,"Q10","Post","2","15842180_11"
15842180,11,"Q11","Post","1","15842180_11"
15842180,11,"Q12","Post","2","15842180_11"
15842180,11,"Q13","Post","1","15842180_11"
15842180,11,"Q14","Post","2","15842180_11"
15842180,12,"Q6","Pre","3","15842180_12"
15842180,12,"Q10","Pre","2","15842180_12"
15842180,12,"Q11","Pre","5","15842180_12"
15842180,12,"Q12","Pre","3","15842180_12"
15842180,12,"Q13","Pre","5","15842180_12"
15842180,12,"Q14","Pre","4","15842180_12"
15842180,12,"Q6","Post","3","15842180_12"
15842180,12,"Q10","Post","2","15842180_12"
15842180,12,"Q11","Post","3","15842180_12"
15842180,12,"Q12","Post","1","15842180_12"
15842180,12,"Q13","Post","1","15842180_12"
15842180,12,"Q14","Post","2","15842180_12"
15842180,13,"Q6","Pre","1","15842180_13"
15842180,13,"Q10","Pre","2","15842180_13"
15842180,13,"Q11","Pre","3","15842180_13"
15842180,13,"Q12","Pre","1","15842180_13"
15842180,13,"Q13","Pre","1","15842180_13"
15842180,13,"Q14","Pre","4","15842180_13"
15842180,13,"Q6","Post","3","15842180_13"
15842180,13,"Q10","Post","2","15842180_13"
15842180,13,"Q11","Post","3","15842180_13"
15842180,13,"Q12","Post","2","15842180_13"
15842180,13,"Q13","Post","4","15842180_13"
15842180,13,"Q14","Post","2","15842180_13"
15842180,14,"Q6","Pre","4","15842180_14"
15842180,14,"Q10","Pre","2","15842180_14"
15842180,14,"Q11","Pre","3","15842180_14"
15842180,14,"Q12","Pre","1","15842180_14"
15842180,14,"Q13","Pre","1","15842180_14"
15842180,14,"Q14","Pre","4","15842180_14"
15842180,14,"Q6","Post","3","15842180_14"
15842180,14,"Q10","Post","2","15842180_14"
15842180,14,"Q11","Post","3","15842180_14"
15842180,14,"Q12","Post","3","15842180_14"
15842180,14,"Q13","Post","1","15842180_14"
15842180,14,"Q14","Post","2","15842180_14"
15842180,15,"Q6","Pre","1","15842180_15"
15842180,15,"Q10","Pre","3","15842180_15"
15842180,15,"Q11","Pre","5","15842180_15"
15842180,15,"Q12","Pre","3","15842180_15"
15842180,15,"Q13","Pre","1","15842180_15"
15842180,15,"Q14","Pre","2","15842180_15"
15842180,15,"Q6","Post","3","15842180_15"
15842180,15,"Q10","Post","3","15842180_15"
15842180,15,"Q11","Post","3","15842180_15"
15842180,15,"Q12","Post","5","15842180_15"
15842180,15,"Q13","Post","4","15842180_15"
15842180,15,"Q14","Post","2","15842180_15"
15842180,17,"Q6","Pre","4","15842180_17"
15842180,17,"Q10","Pre","3","15842180_17"
15842180,17,"Q11","Pre","5","15842180_17"
15842180,17,"Q12","Pre","2","15842180_17"
15842180,17,"Q13","Pre","4","15842180_17"
15842180,17,"Q14","Pre","3","15842180_17"
15842180,17,"Q6","Post","3","15842180_17"
15842180,17,"Q10","Post","2","15842180_17"
15842180,17,"Q11","Post","3","15842180_17"
15842180,17,"Q12","Post","2","15842180_17"
15842180,17,"Q13","Post","5","15842180_17"
15842180,17,"Q14","Post","2","15842180_17"
15842180,18,"Q6","Pre","4","15842180_18"
15842180,18,"Q10","Pre","2","15842180_18"
15842180,18,"Q11","Pre","3","15842180_18"
15842180,18,"Q12","Pre","2","15842180_18"
15842180,18,"Q13","Pre","4","15842180_18"
15842180,18,"Q14","Pre","2","15842180_18"
15842180,18,"Q6","Post","3","15842180_18"
15842180,18,"Q10","Post","2","15842180_18"
15842180,18,"Q11","Post","3","15842180_18"
15842180,18,"Q12","Post","2","15842180_18"
15842180,18,"Q13","Post","4","15842180_18"
15842180,18,"Q14","Post","2","15842180_18"
15842180,19,"Q6","Pre","4","15842180_19"
15842180,19,"Q10","Pre","3","15842180_19"
15842180,19,"Q11","Pre","5","15842180_19"
15842180,19,"Q12","Pre","2","15842180_19"
15842180,19,"Q13","Pre","1","15842180_19"
15842180,19,"Q14","Pre","1","15842180_19"
15842180,19,"Q6","Post","3","15842180_19"
15842180,19,"Q10","Post","2","15842180_19"
15842180,19,"Q11","Post","1","15842180_19"
15842180,19,"Q12","Post","5","15842180_19"
15842180,19,"Q13","Post","1","15842180_19"
15842180,19,"Q14","Post","2","15842180_19"
15842180,20,"Q6","Pre","1","15842180_20"
15842180,20,"Q10","Pre","2","15842180_20"
15842180,20,"Q11","Pre","5","15842180_20"
15842180,20,"Q12","Pre","5","15842180_20"
15842180,20,"Q13","Pre","1","15842180_20"
15842180,20,"Q14","Pre","4","15842180_20"
15842180,20,"Q6","Post","5","15842180_20"
15842180,20,"Q10","Post","3","15842180_20"
15842180,20,"Q11","Post","1","15842180_20"
15842180,20,"Q12","Post","2","15842180_20"
15842180,20,"Q13","Post","5","15842180_20"
15842180,20,"Q14","Post","5","15842180_20"
82294927,1,"Q6","Pre","2","82294927_1"
82294927,1,"Q10","Pre","3","82294927_1"
82294927,1,"Q11","Pre","5","82294927_1"
82294927,1,"Q12","Pre","5","82294927_1"
82294927,1,"Q13","Pre","3","82294927_1"
82294927,1,"Q14","Pre","3","82294927_1"
82294927,1,"Q15","Pre","3","82294927_1"
82294927,1,"Q6","Post","3","82294927_1"
82294927,1,"Q10","Post","3","82294927_1"
82294927,1,"Q11","Post","3","82294927_1"
82294927,1,"Q12","Post","3","82294927_1"
82294927,1,"Q13","Post","4","82294927_1"
82294927,1,"Q14","Post","4","82294927_1"
82294927,1,"Q15","Post","3","82294927_1"
82294927,2,"Q6","Pre","4","82294927_2"
82294927,2,"Q10","Pre","3","82294927_2"
82294927,2,"Q11","Pre","5","82294927_2"
82294927,2,"Q12","Pre","2","82294927_2"
82294927,2,"Q13","Pre","1","82294927_2"
82294927,2,"Q14","Pre","3","82294927_2"
82294927,2,"Q15","Pre","4","82294927_2"
82294927,2,"Q6","Post","3","82294927_2"
82294927,2,"Q10","Post","3","82294927_2"
82294927,2,"Q11","Post","3","82294927_2"
82294927,2,"Q12","Post","2","82294927_2"
82294927,2,"Q13","Post","1","82294927_2"
82294927,2,"Q14","Post","2","82294927_2"
82294927,2,"Q15","Post","4","82294927_2"
82294927,3,"Q6","Pre","3","82294927_3"
82294927,3,"Q10","Pre","2","82294927_3"
82294927,3,"Q11","Pre","3","82294927_3"
82294927,3,"Q12","Pre","2","82294927_3"
82294927,3,"Q13","Pre","4","82294927_3"
82294927,3,"Q14","Pre","2","82294927_3"
82294927,3,"Q15","Pre","3","82294927_3"
82294927,3,"Q6","Post","3","82294927_3"
82294927,3,"Q10","Post","2","82294927_3"
82294927,3,"Q11","Post","3","82294927_3"
82294927,3,"Q12","Post","2","82294927_3"
82294927,3,"Q13","Post","4","82294927_3"
82294927,3,"Q14","Post","2","82294927_3"
82294927,3,"Q15","Post","3","82294927_3"
82294927,4,"Q6","Pre","3","82294927_4"
82294927,4,"Q10","Pre","2","82294927_4"
82294927,4,"Q11","Pre","5","82294927_4"
82294927,4,"Q12","Pre","2","82294927_4"
82294927,4,"Q13","Pre","1","82294927_4"
82294927,4,"Q14","Pre","5","82294927_4"
82294927,4,"Q15","Pre","3","82294927_4"
82294927,4,"Q6","Post","3","82294927_4"
82294927,4,"Q10","Post","2","82294927_4"
82294927,4,"Q11","Post","5","82294927_4"
82294927,4,"Q12","Post","2","82294927_4"
82294927,4,"Q13","Post","5","82294927_4"
82294927,4,"Q14","Post","3","82294927_4"
82294927,4,"Q15","Post","3","82294927_4"
82294927,5,"Q6","Pre","5","82294927_5"
82294927,5,"Q10","Pre","2","82294927_5"
82294927,5,"Q11","Pre","3","82294927_5"
82294927,5,"Q12","Pre","2","82294927_5"
82294927,5,"Q13","Pre","5","82294927_5"
82294927,5,"Q14","Pre","5","82294927_5"
82294927,5,"Q15","Pre","5","82294927_5"
82294927,5,"Q6","Post","3","82294927_5"
82294927,5,"Q10","Post","2","82294927_5"
82294927,5,"Q11","Post","3","82294927_5"
82294927,5,"Q12","Post","2","82294927_5"
82294927,5,"Q13","Post","5","82294927_5"
82294927,5,"Q14","Post","2","82294927_5"
82294927,5,"Q15","Post","3","82294927_5"
82294927,6,"Q6","Pre","4","82294927_6"
82294927,6,"Q10","Pre","2","82294927_6"
82294927,6,"Q11","Pre","3","82294927_6"
82294927,6,"Q12","Pre","3","82294927_6"
82294927,6,"Q13","Pre","4","82294927_6"
82294927,6,"Q14","Pre","4","82294927_6"
82294927,6,"Q15","Pre","5","82294927_6"
82294927,6,"Q6","Post","3","82294927_6"
82294927,6,"Q10","Post","2","82294927_6"
82294927,6,"Q11","Post","3","82294927_6"
82294927,6,"Q12","Post","3","82294927_6"
82294927,6,"Q13","Post","4","82294927_6"
82294927,6,"Q14","Post","2","82294927_6"
82294927,6,"Q15","Post","5","82294927_6"
82294927,7,"Q6","Pre","1","82294927_7"
82294927,7,"Q10","Pre","4","82294927_7"
82294927,7,"Q11","Pre","2","82294927_7"
82294927,7,"Q12","Pre","5","82294927_7"
82294927,7,"Q13","Pre","3","82294927_7"
82294927,7,"Q14","Pre","2","82294927_7"
82294927,7,"Q15","Pre","3","82294927_7"
82294927,7,"Q6","Post","5","82294927_7"
82294927,7,"Q10","Post","2","82294927_7"
82294927,7,"Q11","Post","3","82294927_7"
82294927,7,"Q12","Post","1","82294927_7"
82294927,7,"Q13","Post","1","82294927_7"
82294927,7,"Q14","Post","3","82294927_7"
82294927,7,"Q15","Post","4","82294927_7"
82294927,8,"Q6","Pre","1","82294927_8"
82294927,8,"Q10","Pre","3","82294927_8"
82294927,8,"Q11","Pre","5","82294927_8"
82294927,8,"Q12","Pre","3","82294927_8"
82294927,8,"Q13","Pre","3","82294927_8"
82294927,8,"Q14","Pre","3","82294927_8"
82294927,8,"Q15","Pre","2","82294927_8"
82294927,8,"Q6","Post","3","82294927_8"
82294927,8,"Q10","Post","2","82294927_8"
82294927,8,"Q11","Post","3","82294927_8"
82294927,8,"Q12","Post","2","82294927_8"
82294927,8,"Q13","Post","5","82294927_8"
82294927,8,"Q14","Post","3","82294927_8"
82294927,8,"Q15","Post","4","82294927_8"
82294927,10,"Q6","Pre","3","82294927_10"
82294927,10,"Q10","Pre","4","82294927_10"
82294927,10,"Q11","Pre","3","82294927_10"
82294927,10,"Q12","Pre","3","82294927_10"
82294927,10,"Q13","Pre","1","82294927_10"
82294927,10,"Q14","Pre","3","82294927_10"
82294927,10,"Q15","Pre","2","82294927_10"
82294927,10,"Q6","Post","3","82294927_10"
82294927,10,"Q10","Post","4","82294927_10"
82294927,10,"Q11","Post","3","82294927_10"
82294927,10,"Q12","Post","2","82294927_10"
82294927,10,"Q13","Post","1","82294927_10"
82294927,10,"Q14","Post","3","82294927_10"
82294927,10,"Q15","Post","3","82294927_10"
82294927,11,"Q6","Pre","3","82294927_11"
82294927,11,"Q10","Pre","2","82294927_11"
82294927,11,"Q11","Pre","5","82294927_11"
82294927,11,"Q12","Pre","3","82294927_11"
82294927,11,"Q13","Pre","1","82294927_11"
82294927,11,"Q14","Pre","4","82294927_11"
82294927,11,"Q15","Pre","3","82294927_11"
82294927,11,"Q6","Post","3","82294927_11"
82294927,11,"Q10","Post","2","82294927_11"
82294927,11,"Q11","Post","5","82294927_11"
82294927,11,"Q12","Post","3","82294927_11"
82294927,11,"Q13","Post","1","82294927_11"
82294927,11,"Q14","Post","2","82294927_11"
82294927,11,"Q15","Post","3","82294927_11"
82294927,12,"Q6","Pre","3","82294927_12"
82294927,12,"Q10","Pre","2","82294927_12"
82294927,12,"Q11","Pre","3","82294927_12"
82294927,12,"Q12","Pre","2","82294927_12"
82294927,12,"Q13","Pre","4","82294927_12"
82294927,12,"Q14","Pre","3","82294927_12"
82294927,12,"Q15","Pre","2","82294927_12"
82294927,12,"Q6","Post","3","82294927_12"
82294927,12,"Q10","Post","3","82294927_12"
82294927,12,"Q11","Post","3","82294927_12"
82294927,12,"Q12","Post","2","82294927_12"
82294927,12,"Q13","Post","4","82294927_12"
82294927,12,"Q14","Post","2","82294927_12"
82294927,12,"Q15","Post","3","82294927_12"
82294927,13,"Q6","Pre","1","82294927_13"
82294927,13,"Q10","Pre","2","82294927_13"
82294927,13,"Q11","Pre","5","82294927_13"
82294927,13,"Q12","Pre","2","82294927_13"
82294927,13,"Q13","Pre","4","82294927_13"
82294927,13,"Q14","Pre","3","82294927_13"
82294927,13,"Q15","Pre","4","82294927_13"
82294927,13,"Q6","Post","3","82294927_13"
82294927,13,"Q10","Post","2","82294927_13"
82294927,13,"Q11","Post","3","82294927_13"
82294927,13,"Q12","Post","1","82294927_13"
82294927,13,"Q13","Post","4","82294927_13"
82294927,13,"Q14","Post","2","82294927_13"
82294927,13,"Q15","Post","3","82294927_13"
82294927,15,"Q6","Pre","3","82294927_15"
82294927,15,"Q10","Pre","4","82294927_15"
82294927,15,"Q11","Pre","3","82294927_15"
82294927,15,"Q12","Pre","5","82294927_15"
82294927,15,"Q13","Pre","1","82294927_15"
82294927,15,"Q14","Pre","2","82294927_15"
82294927,15,"Q15","Pre","5","82294927_15"
82294927,15,"Q6","Post","3","82294927_15"
82294927,15,"Q10","Post","5","82294927_15"
82294927,15,"Q11","Post","3","82294927_15"
82294927,15,"Q12","Post","2","82294927_15"
82294927,15,"Q13","Post","1","82294927_15"
82294927,15,"Q14","Post","4","82294927_15"
82294927,15,"Q15","Post","5","82294927_15"
82294927,16,"Q6","Pre","5","82294927_16"
82294927,16,"Q10","Pre","2","82294927_16"
82294927,16,"Q11","Pre","1","82294927_16"
82294927,16,"Q12","Pre","3","82294927_16"
82294927,16,"Q13","Pre","1","82294927_16"
82294927,16,"Q14","Pre","4","82294927_16"
82294927,16,"Q15","Pre","5","82294927_16"
82294927,16,"Q6","Post","3","82294927_16"
82294927,16,"Q10","Post","2","82294927_16"
82294927,16,"Q11","Post","3","82294927_16"
82294927,16,"Q12","Post","1","82294927_16"
82294927,16,"Q13","Post","1","82294927_16"
82294927,16,"Q14","Post","2","82294927_16"
82294927,16,"Q15","Post","5","82294927_16"
82294927,17,"Q6","Pre","4","82294927_17"
82294927,17,"Q10","Pre","4","82294927_17"
82294927,17,"Q11","Pre","1","82294927_17"
82294927,17,"Q12","Pre","4","82294927_17"
82294927,17,"Q13","Pre","2","82294927_17"
82294927,17,"Q14","Pre","4","82294927_17"
82294927,17,"Q15","Pre","3","82294927_17"
82294927,17,"Q6","Post","3","82294927_17"
82294927,17,"Q10","Post","4","82294927_17"
82294927,17,"Q11","Post","2","82294927_17"
82294927,17,"Q12","Post","3","82294927_17"
82294927,17,"Q13","Post","3","82294927_17"
82294927,17,"Q14","Post","2","82294927_17"
82294927,17,"Q15","Post","4","82294927_17"
82294927,18,"Q6","Pre","1","82294927_18"
82294927,18,"Q10","Pre","3","82294927_18"
82294927,18,"Q11","Pre","3","82294927_18"
82294927,18,"Q12","Pre","2","82294927_18"
82294927,18,"Q13","Pre","1","82294927_18"
82294927,18,"Q14","Pre","3","82294927_18"
82294927,18,"Q15","Pre","3","82294927_18"
82294927,18,"Q6","Post","3","82294927_18"
82294927,18,"Q10","Post","3","82294927_18"
82294927,18,"Q11","Post","3","82294927_18"
82294927,18,"Q12","Post","4","82294927_18"
82294927,18,"Q13","Post","1","82294927_18"
82294927,18,"Q14","Post","5","82294927_18"
82294927,18,"Q15","Post","5","82294927_18"
82294927,19,"Q6","Pre","4","82294927_19"
82294927,19,"Q10","Pre","2","82294927_19"
82294927,19,"Q11","Pre","2","82294927_19"
82294927,19,"Q12","Pre","3","82294927_19"
82294927,19,"Q13","Pre","3","82294927_19"
82294927,19,"Q14","Pre","4","82294927_19"
82294927,19,"Q15","Pre","3","82294927_19"
82294927,19,"Q6","Post","5","82294927_19"
82294927,19,"Q10","Post","2","82294927_19"
82294927,19,"Q11","Post","5","82294927_19"
82294927,19,"Q12","Post","2","82294927_19"
82294927,19,"Q13","Post","1","82294927_19"
82294927,19,"Q14","Post","2","82294927_19"
82294927,19,"Q15","Post","3","82294927_19"
82294927,20,"Q6","Pre","5","82294927_20"
82294927,20,"Q10","Pre","2","82294927_20"
82294927,20,"Q11","Pre","3","82294927_20"
82294927,20,"Q12","Pre","2","82294927_20"
82294927,20,"Q13","Pre","3","82294927_20"
82294927,20,"Q14","Pre","2","82294927_20"
82294927,20,"Q15","Pre","3","82294927_20"
82294927,20,"Q6","Post","5","82294927_20"
82294927,20,"Q10","Post","2","82294927_20"
82294927,20,"Q11","Post","3","82294927_20"
82294927,20,"Q12","Post","2","82294927_20"
82294927,20,"Q13","Post","4","82294927_20"
82294927,20,"Q14","Post","2","82294927_20"
82294927,20,"Q15","Post","3","82294927_20"
82294927,21,"Q6","Pre","3","82294927_21"
82294927,21,"Q10","Pre","5","82294927_21"
82294927,21,"Q11","Pre","3","82294927_21"
82294927,21,"Q12","Pre","1","82294927_21"
82294927,21,"Q13","Pre","2","82294927_21"
82294927,21,"Q14","Pre","2","82294927_21"
82294927,21,"Q15","Pre","2","82294927_21"
82294927,21,"Q6","Post","3","82294927_21"
82294927,21,"Q10","Post","4","82294927_21"
82294927,21,"Q11","Post","5","82294927_21"
82294927,21,"Q12","Post","1","82294927_21"
82294927,21,"Q13","Post","1","82294927_21"
82294927,21,"Q14","Post","3","82294927_21"
82294927,21,"Q15","Post","4","82294927_21"
82294927,22,"Q6","Pre","1","82294927_22"
82294927,22,"Q10","Pre","4","82294927_22"
82294927,22,"Q11","Pre","5","82294927_22"
82294927,22,"Q12","Pre","1","82294927_22"
82294927,22,"Q13","Pre","5","82294927_22"
82294927,22,"Q14","Pre","3","82294927_22"
82294927,22,"Q15","Pre","4","82294927_22"
82294927,22,"Q6","Post","3","82294927_22"
82294927,22,"Q10","Post","2","82294927_22"
82294927,22,"Q11","Post","4","82294927_22"
82294927,22,"Q12","Post","4","82294927_22"
82294927,22,"Q13","Post","5","82294927_22"
82294927,22,"Q14","Post","4","82294927_22"
82294927,22,"Q15","Post","2","82294927_22"
82294927,23,"Q6","Pre","2","82294927_23"
82294927,23,"Q10","Pre","5","82294927_23"
82294927,23,"Q11","Pre","3","82294927_23"
82294927,23,"Q12","Pre","2","82294927_23"
82294927,23,"Q13","Pre","5","82294927_23"
82294927,23,"Q14","Pre","2","82294927_23"
82294927,23,"Q15","Pre","2","82294927_23"
82294927,23,"Q6","Post","3","82294927_23"
82294927,23,"Q10","Post","2","82294927_23"
82294927,23,"Q11","Post","3","82294927_23"
82294927,23,"Q12","Post","3","82294927_23"
82294927,23,"Q13","Post","5","82294927_23"
82294927,23,"Q14","Post","4","82294927_23"
82294927,23,"Q15","Post","3","82294927_23"
82294927,24,"Q6","Pre","3","82294927_24"
82294927,24,"Q10","Pre","5","82294927_24"
82294927,24,"Q11","Pre","3","82294927_24"
82294927,24,"Q12","Pre","1","82294927_24"
82294927,24,"Q13","Pre","4","82294927_24"
82294927,24,"Q14","Pre","4","82294927_24"
82294927,24,"Q15","Pre","4","82294927_24"
82294927,24,"Q6","Post","3","82294927_24"
82294927,24,"Q10","Post","2","82294927_24"
82294927,24,"Q11","Post","5","82294927_24"
82294927,24,"Q12","Post","1","82294927_24"
82294927,24,"Q13","Post","1","82294927_24"
82294927,24,"Q14","Post","2","82294927_24"
82294927,24,"Q15","Post","2","82294927_24"
82294927,25,"Q6","Pre","4","82294927_25"
82294927,25,"Q10","Pre","3","82294927_25"
82294927,25,"Q11","Pre","2","82294927_25"
82294927,25,"Q12","Pre","2","82294927_25"
82294927,25,"Q13","Pre","4","82294927_25"
82294927,25,"Q14","Pre","3","82294927_25"
82294927,25,"Q15","Pre","4","82294927_25"
82294927,25,"Q6","Post","1","82294927_25"
82294927,25,"Q10","Post","2","82294927_25"
82294927,25,"Q11","Post","2","82294927_25"
82294927,25,"Q12","Post","2","82294927_25"
82294927,25,"Q13","Post","5","82294927_25"
82294927,25,"Q14","Post","2","82294927_25"
82294927,25,"Q15","Post","5","82294927_25"
82294927,26,"Q6","Pre","3","82294927_26"
82294927,26,"Q10","Pre","5","82294927_26"
82294927,26,"Q11","Pre","5","82294927_26"
82294927,26,"Q12","Pre","2","82294927_26"
82294927,26,"Q13","Pre","3","82294927_26"
82294927,26,"Q14","Pre","2","82294927_26"
82294927,26,"Q15","Pre","5","82294927_26"
82294927,26,"Q6","Post","3","82294927_26"
82294927,26,"Q10","Post","2","82294927_26"
82294927,26,"Q11","Post","3","82294927_26"
82294927,26,"Q12","Post","2","82294927_26"
82294927,26,"Q13","Post","4","82294927_26"
82294927,26,"Q14","Post","3","82294927_26"
82294927,26,"Q15","Post","3","82294927_26"
82294927,27,"Q6","Pre","5","82294927_27"
82294927,27,"Q10","Pre","2","82294927_27"
82294927,27,"Q11","Pre","1","82294927_27"
82294927,27,"Q12","Pre","3","82294927_27"
82294927,27,"Q13","Pre","1","82294927_27"
82294927,27,"Q14","Pre","2","82294927_27"
82294927,27,"Q15","Pre","2","82294927_27"
82294927,27,"Q6","Post","3","82294927_27"
82294927,27,"Q10","Post","2","82294927_27"
82294927,27,"Q11","Post","3","82294927_27"
82294927,27,"Q12","Post","3","82294927_27"
82294927,27,"Q13","Post","5","82294927_27"
82294927,27,"Q14","Post","2","82294927_27"
82294927,27,"Q15","Post","1","82294927_27"
82294927,28,"Q6","Pre","1","82294927_28"
82294927,28,"Q10","Pre","3","82294927_28"
82294927,28,"Q11","Pre","1","82294927_28"
82294927,28,"Q12","Pre","2","82294927_28"
82294927,28,"Q13","Pre","5","82294927_28"
82294927,28,"Q14","Pre","4","82294927_28"
82294927,28,"Q15","Pre","3","82294927_28"
82294927,28,"Q6","Post","3","82294927_28"
82294927,28,"Q10","Post","2","82294927_28"
82294927,28,"Q11","Post","1","82294927_28"
82294927,28,"Q12","Post","2","82294927_28"
82294927,28,"Q13","Post","5","82294927_28"
82294927,28,"Q14","Post","4","82294927_28"
82294927,28,"Q15","Post","2","82294927_28"
82294927,29,"Q6","Pre","1","82294927_29"
