"course_id","student_index","question","uni_id","name","IDK","visual_representation","numeric_summary","index","output","probability","multiple_predictions","text_statement","icon","bar_graph","stated","explain","num_correct","color","timing"
15842180,19,8,"15842180_19","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,187,8,"82294927_187","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,153,8,"82294927_153","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,224,8,"82294927_224","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,21,8,"82294927_21","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,59,8,"82294927_59","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Post"
82294927,226,8,"82294927_226","Post",0,1,0,0,0,1,0,0,0,0,0,0,2,0,"Post"
82294927,22,8,"82294927_22","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,41,8,"82294927_41","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,166,8,"82294927_166","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,191,8,"82294927_191","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,151,8,"82294927_151","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,37,8,"82294927_37","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
15842180,4,8,"15842180_4","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,176,8,"82294927_176","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,75,8,"82294927_75","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,143,8,"82294927_143","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,161,8,"82294927_161","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
15842180,6,8,"15842180_6","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,45,8,"82294927_45","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
75116996,5,8,"75116996_5","Post",0,0,0,1,1,0,0,0,0,0,1,0,2,0,"Post"
15842180,17,8,"15842180_17","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,133,8,"82294927_133","Post",0,0,0,1,1,0,0,0,0,0,1,0,2,0,"Post"
82294927,57,8,"82294927_57","Post",0,0,0,1,1,0,0,0,0,0,0,1,2,0,"Post"
82294927,199,8,"82294927_199","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,34,8,"82294927_34","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,210,8,"82294927_210","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,29,8,"82294927_29","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,71,8,"82294927_71","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,26,8,"82294927_26","Post",0,1,0,0,0,0,0,0,1,0,0,0,1,0,"Post"
15842180,15,8,"15842180_15","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,20,8,"82294927_20","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,19,8,"82294927_19","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,167,8,"82294927_167","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,53,8,"82294927_53","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,170,8,"82294927_170","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,109,8,"82294927_109","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,84,8,"82294927_84","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
15842180,5,8,"15842180_5","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,153,8,"82294927_153","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,126,8,"82294927_126","Post",0,2,0,0,0,0,0,0,0,0,0,0,2,1,"Post"
82294927,148,8,"82294927_148","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,104,8,"82294927_104","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,24,8,"82294927_24","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,222,8,"82294927_222","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,158,8,"82294927_158","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,85,8,"82294927_85","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,190,8,"82294927_190","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,215,8,"82294927_215","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,52,8,"82294927_52","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,115,8,"82294927_115","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
75116996,11,8,"75116996_11","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
15842180,13,8,"15842180_13","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,27,8,"82294927_27","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,16,8,"82294927_16","Post",0,0,1,0,0,1,0,0,0,0,0,0,2,0,"Post"
15842180,12,8,"15842180_12","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,133,8,"82294927_133","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,33,8,"82294927_33","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,59,8,"82294927_59","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,43,8,"82294927_43","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,140,8,"82294927_140","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,51,8,"82294927_51","Pre",0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Pre"
82294927,103,8,"82294927_103","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,49,8,"82294927_49","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,148,8,"82294927_148","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
15842180,1,8,"15842180_1","Post",0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Post"
82294927,60,8,"82294927_60","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,20,8,"82294927_20","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,127,8,"82294927_127","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,71,8,"82294927_71","Post",0,1,0,0,0,1,0,0,0,0,0,0,2,0,"Post"
82294927,147,8,"82294927_147","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,144,8,"82294927_144","Pre",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,118,8,"82294927_118","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,76,8,"82294927_76","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,178,8,"82294927_178","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,7,8,"82294927_7","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,74,8,"82294927_74","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,126,8,"82294927_126","Pre",0,1,0,0,0,0,0,1,0,0,0,0,2,0,"Pre"
82294927,144,8,"82294927_144","Post",0,2,0,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,211,8,"82294927_211","Post",0,0,0,1,1,0,0,0,0,0,0,1,2,0,"Post"
82294927,12,8,"82294927_12","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,183,8,"82294927_183","Post",0,0,0,1,1,0,0,0,0,0,1,0,2,0,"Post"
82294927,152,8,"82294927_152","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,117,8,"82294927_117","Post",0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Post"
82294927,19,8,"82294927_19","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82410553,8,8,"82410553_8","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,168,8,"82294927_168","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,75,8,"82294927_75","Post",0,1,0,0,0,0,1,0,0,0,0,0,2,0,"Post"
82294927,129,8,"82294927_129","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,78,8,"82294927_78","Pre",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,2,8,"82294927_2","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,89,8,"82294927_89","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,185,8,"82294927_185","Post",0,1,0,0,0,0,0,1,0,0,0,0,2,0,"Post"
82294927,146,8,"82294927_146","Pre",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82410553,2,8,"82410553_2","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,179,8,"82294927_179","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,112,8,"82294927_112","Post",0,1,0,0,0,1,0,0,0,0,0,0,2,0,"Post"
82294927,101,8,"82294927_101","Pre",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,17,8,"82294927_17","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,165,8,"82294927_165","Pre",0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Pre"
82294927,164,8,"82294927_164","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,64,8,"82294927_64","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,66,8,"82294927_66","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,214,8,"82294927_214","Post",0,2,0,0,0,0,0,0,0,0,0,0,2,1,"Post"
82294927,128,8,"82294927_128","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,11,8,"82294927_11","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
15842180,1,8,"15842180_1","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,97,8,"82294927_97","Pre",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82410553,4,8,"82410553_4","Post",0,0,2,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,162,8,"82294927_162","Pre",0,0,1,0,0,1,0,0,0,0,0,0,2,0,"Pre"
82294927,188,8,"82294927_188","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,208,8,"82294927_208","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,131,8,"82294927_131","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Post"
82294927,145,8,"82294927_145","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82410553,3,8,"82410553_3","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,199,8,"82294927_199","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,45,8,"82294927_45","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
15842180,2,8,"15842180_2","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,101,8,"82294927_101","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,60,8,"82294927_60","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,11,8,"82294927_11","Post",0,0,2,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,93,8,"82294927_93","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,186,8,"82294927_186","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,210,8,"82294927_210","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,142,8,"82294927_142","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,38,8,"82294927_38","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,117,8,"82294927_117","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,111,8,"82294927_111","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,27,8,"82294927_27","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,26,8,"82294927_26","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
75116996,2,8,"75116996_2","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,55,8,"82294927_55","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,100,8,"82294927_100","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,24,8,"82294927_24","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,189,8,"82294927_189","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,173,8,"82294927_173","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,95,8,"82294927_95","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,3,8,"82294927_3","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,95,8,"82294927_95","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,25,8,"82294927_25","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,141,8,"82294927_141","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,63,8,"82294927_63","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,139,8,"82294927_139","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,162,8,"82294927_162","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,85,8,"82294927_85","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,190,8,"82294927_190","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,124,8,"82294927_124","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,17,8,"82294927_17","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,96,8,"82294927_96","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,187,8,"82294927_187","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Post"
82294927,123,8,"82294927_123","Pre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,175,8,"82294927_175","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,54,8,"82294927_54","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,203,8,"82294927_203","Pre",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82410553,2,8,"82410553_2","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,58,8,"82294927_58","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,16,8,"82294927_16","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,72,8,"82294927_72","Post",0,0,0,1,1,0,0,0,0,0,1,0,2,0,"Post"
82294927,73,8,"82294927_73","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,67,8,"82294927_67","Post",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,184,8,"82294927_184","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,159,8,"82294927_159","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,62,8,"82294927_62","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82410553,8,8,"82410553_8","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,212,8,"82294927_212","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,206,8,"82294927_206","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Post"
82294927,211,8,"82294927_211","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,151,8,"82294927_151","Post",0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Post"
82294927,4,8,"82294927_4","Post",0,1,0,0,0,0,0,0,1,0,0,0,1,0,"Post"
82294927,169,8,"82294927_169","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,89,8,"82294927_89","Post",0,1,0,0,0,1,0,0,0,0,0,0,2,0,"Post"
82294927,102,8,"82294927_102","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,42,8,"82294927_42","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,200,8,"82294927_200","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,10,8,"82294927_10","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
15842180,5,8,"15842180_5","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
82294927,64,8,"82294927_64","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
15842180,17,8,"15842180_17","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,124,8,"82294927_124","Post",0,0,0,1,1,0,0,0,0,0,1,0,2,0,"Post"
82294927,221,8,"82294927_221","Post",0,0,1,0,0,0,1,0,0,0,0,0,2,0,"Post"
82410553,5,8,"82410553_5","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,172,8,"82294927_172","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,106,8,"82294927_106","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,222,8,"82294927_222","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,61,8,"82294927_61","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,130,8,"82294927_130","Post",0,0,0,1,1,0,0,0,0,0,1,0,2,0,"Post"
75116996,1,8,"75116996_1","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,79,8,"82294927_79","Post",0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,105,8,"82294927_105","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,110,8,"82294927_110","Pre",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Pre"
82294927,83,8,"82294927_83","Post",0,1,0,0,0,0,0,1,0,0,0,0,2,0,"Post"
82294927,119,8,"82294927_119","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,115,8,"82294927_115","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,43,8,"82294927_43","Post",0,0,1,0,0,1,0,0,0,0,0,0,2,0,"Post"
82294927,114,8,"82294927_114","Pre",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Pre"
82294927,198,8,"82294927_198","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,201,8,"82294927_201","Post",0,1,0,0,0,1,0,0,0,0,0,0,2,1,"Post"
82294927,125,8,"82294927_125","Post",0,1,1,0,0,0,0,0,0,0,0,0,2,0,"Post"
15842180,9,8,"15842180_9","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,109,8,"82294927_109","Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post"
82294927,108,8,"82294927_108","Post",0,1,0,0,0,1,0,0,0,0,0,0,2,0,"Post"
82294927,216,8,"82294927_216","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
15842180,10,8,"15842180_10","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,121,8,"82294927_121","Pre",0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Pre"
82294927,139,8,"82294927_139","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,32,8,"82294927_32","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,31,8,"82294927_31","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
82294927,28,8,"82294927_28","Post",0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Post"
82294927,33,8,"82294927_33","Pre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pre"
